Code,idTree,DateField,Forest,Plot,SubPlot,FieldNbr,Habitat,Type,Genus,Species,Name,gmin,tlp,midribVLA,SecondaryVLA,TertiaryVLA,MajVLA,N,C,P,Ca,Na,K,LSWC,SD,fvfm,TreeHeight,TreeDawkins,BranchHeight,BranchDawkins,CrownPosition
225,138941,16/11/2020,Paracou,13,2,912,BF,BF,Eperua,falcata,Eperua falcata,2.0735031020705,-1.779605,0.268101026,2.259363074,3.9204540979999996,6.447918198,2.07,52.36,0.818637274549098,6.05639507586602,0.661584418837676,6.1729961351274,1.1150781941575687,317.3076923,0.808,11,2,9,3,Middle
226,138828,16/11/2020,Paracou,13,2,797,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,1.54707378718445,-1.755635,0.2621498865,1.0609857105,4.955396006,6.278531602999999,3.2,52,1.02298850574713,4.10023216962947,0.0345089955022489,9.84072977796816,1.7494724148326803,310.8974359,0.832,18,2,15,2,Low
227,138668,16/11/2020,Paracou,13,2,634,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,1.4217540031221,-1.5618775,0.2882519175,1.238995214,2.8500863805,4.3773335115,2.79,51.23,1.16566866267465,1.0851120615911,0.015565119760479,11.3180141146279,1.591070372560615,230.7692308,0.836,23,3,20,3,High
229,138769,16/11/2020,Paracou,13,2,737,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,0.838780747768786,-1.4979575,0.241357346,1.213751549,3.9415565205,5.396665416499999,2.49,52.53,1.22734101151728,1.76392817798126,0.0304218828242364,12.083775806567,1.828867761452031,243.5897436,0.828,25,4,25,4,High
209,137579,19/11/2020,Paracou,13,1,782,BF,BF,Symphonia,globulifera,Symphonia globulifera,1.19113596974506,-1.843525,0.37679932,3.3767732935000003,3.1180237285,6.871596342,1.32,51.08,0.571730527722111,5.37313226452906,2.2328299456055,11.9725354279989,2.1270003404834865,253.2051282,0.782,30,5,22,4,Middle
210,137314,19/11/2020,Paracou,13,1,514,BF,Generalist,Chrysophyllum,prieurii,Chrysophyllum prieurii,0.832749092447208,-2.2410275000000004,0.15219041100000003,0.81616212,4.662530734500001,5.6308832655,1.57,54.29,0.473121749290603,8.09953530295443,0.176128478431934,5.34160276128479,1.258076258076258,217.9487179,0.81,18,3,16,3,High
211,137018,19/11/2020,Paracou,13,1,114,BF,Generalist,Conceveiba,guianensis,Conceveiba guianensis,2.12929101602384,-1.8275450000000002,0.1402821725,0.5764127205,1.674508908,2.3912038005,2.03,48.6,1.08813113223278,9.79228214107053,0.0562424069177446,8.32775423425999,1.5090470446320867,NA,0.831,17,2,12,3,High
212,137209,19/11/2020,Paracou,13,1,408,BF,Generalist,Hymenopus,heteromorphus,Hymenopus heteromorphus,10.068923550262,-1.5458975000000001,0.4579482775,2.2551903615000004,7.467922605,10.181061245999999,1.12,41.52,0.461475591075591,2.3835024975025,0.730134151562723,4.96412623091195,1.2568681318681318,195.5128205,0.801,16,2,14,2,High
214,137431,19/11/2020,Paracou,13,1,634,BF,Generalist,Hymenopus,heteromorphus,Hymenopus heteromorphus,7.9840859805727,-1.51993,0.32704802899999996,1.929027346,5.3613860255,7.6174614,1.25,51.62,0.43010695970696,3.34304295704296,1.03782645925503,2.54704331382903,1.12472487160675,224.3589744,0.819,27,3,22,3,Middle
215,137892,19/11/2020,Paracou,13,1,1100,BF,Generalist,Hymenopus,heteromorphus,Hymenopus heteromorphus,2.67057684945964,-1.5299175000000003,0.27439585899999996,1.2308809360000001,4.947780423,6.453057218,1.08,51.88,0.37633573093573103,6.07131468531469,1.22863565006422,2.12896139574711,1.2218034993270526,246.7948718,0.821,12,2,10,2,Middle
216,137869,19/11/2020,Paracou,13,1,1075,BF,Generalist,Eschweilera,coriacea,Eschweilera coriacea,1.00622033626606,-1.5219275,0.2079834585,1.2155209230000001,6.444081892,7.8675862735,1.45,51.87,0.627400767050192,2.13895547773887,0.0215350532409062,4.64941506467519,1.4429362880886427,525.6410256,0.814,25,3,19,3,Middle
232,137980,19/11/2020,Paracou,13,1,2803,BF,BF,Symphonia,globulifera,Symphonia globulifera,1.31748277856129,-1.6218025000000003,0.275237334,3.0916789145,2.3992823029999997,5.7661985515000005,1.38,50.08,0.586913086913087,8.80048180391037,1.79072052947053,11.3992508919652,2.0906359539308963,256.4102564,0.761,22,5,18,4,Middle
233,138018,19/11/2020,Paracou,13,1,2841,BF,BF,Laetia,procera,Laetia procera,3.17076704127285,-1.7676200000000002,0.1744205975,1.095355626,2.7639126640000002,4.0336888875,1.27,50.69,0.48095,9.46928228571429,2.46476125,2.75340014285714,1.5893397940642033,862.1794872,0.816,22,4,20,4,Middle
234,137163,19/11/2020,Paracou,13,1,361,BF,Generalist,Conceveiba,guianensis,Conceveiba guianensis,1.80430493501481,-1.915435,0.0736831515,0.39199971,1.7493411795,2.2150240405,1.43,44.94,0.664164164164164,13.9081904761905,0.443955205205205,2.79469483769484,1.3206942445066137,224.3589744,0.789,16,2,12,3,Low
235,137064,19/11/2020,Paracou,13,1,160,BF,Generalist,Virola,michelii,Virola michelii,12.6024475523646,-2.290965,0.27074846249999995,1.2637453815,3.0896540175,4.624147861,1.78,58.19,0.808095952023988,6.37109673734561,0.301510494752624,4.33073477546941,1.2091944886062531,NA,0.751,28,4,26,5,Middle
236,137855,19/11/2020,Paracou,13,1,1061,BF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,3.07751695874495,-1.35214,0.43505987749999997,1.9463178415,2.289339358,4.670717077000001,2.33,49.75,0.856215676485272,3.47207417445261,1.45882301547678,3.65167263390628,2.084942084942085,365.3846154,0.819,24,4,20,3,Low
237,137648,19/11/2020,Paracou,13,1,853,BF,Generalist,Chrysophyllum,prieurii,Chrysophyllum prieurii,0.735524018947119,-2.35888,0.17159433149999997,0.7978135865,5.7252876245,6.6946955425,1.43,50.83,0.58,12.9992822857143,0.64526125,8.89065014285715,1.3233983963715885,282.0512821,0.818,25,4,21,2,Low
239,205863,19/11/2020,Paracou,13,3,2921,BF,Generalist,Hymenopus,heteromorphus,Hymenopus heteromorphus,1.23777944681967,-1.5798550000000002,0.290151773,1.5134763365000001,5.034125068,6.837753178,1.08,52.05,0.466516966067864,5.00427373823781,0.300260728542914,2.98892229826062,1.1336097673347156,259.6153846,0.808,16,3,16,3,High
241,146077,30/11/2020,Paracou,15,1,770,BF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,5.34844849782307,-1.4100675,0.411324034,2.0652307155000003,3.4137460835000004,5.8903008329999995,1.96,53.37,0.596895343014522,1.69382302024465,0.883085878818227,2.26304470992203,1.674321503131524,301.2820513,0.796,27,5,26,4,High
242,146708,30/11/2020,Paracou,15,2,452,TF,Generalist,Bocoa,prouacensis,Bocoa prouacensis,2.31052645041326,-1.8375325,0.2281031395,1.071579679,1.7459879114999999,3.0456707300000003,2.66,53.61,0.728043912175649,0.809662959794696,0.212935379241517,6.92180652979755,1.1020408163265305,253.2051282,0.758,26,3,21,4,High
243,146701,30/11/2020,Paracou,15,2,445,TF,Generalist,Conceveiba,guianensis,Conceveiba guianensis,2.03803709056223,-1.8175575000000002,0.1673840075,0.544046967,1.9693715095000002,2.680802484,1.71,42.79,0.834165834165834,6.427854431283,0.0436176323676324,6.6190311117454,1.2365755430803023,NA,0.816,25,4,20,3,High
217,226808,7/12/2020,Paracou,14,1,2936,TF,Generalist,Tachigali,melinonii,Tachigali melinonii,2.4778641390081,-1.6457725,0.661874157,2.076684586,5.7612417535,8.4998004965,3.55,53.27,0.758087066666667,3.122886,0.228314285714286,6.60359035714286,1.3451417004048583,461.5384615,0.822,22,4,18,4,High
218,237384,7/12/2020,Paracou,14,1,2954,TF,TF,Casearia,javitensis,Casearia javitensis,0.747964978527537,-1.8195550000000003,0.22197727550000002,0.7599395955,2.1299213115,3.1118381825,1.59,52.54,0.429467864869363,7.53608187718422,0.135111618286855,2.78141822979816,0.916836961350511,NA,0.806,12,2,9,3,Middle
219,143348,7/12/2020,Paracou,14,3,118,BF,Generalist,Tachigali,melinonii,Tachigali melinonii,1.10445325705875,-2.051265,0.512012679,2.5040693505,5.491306654,8.5073886835,3.21,46.79,0.773700216558387,2.63256971514243,0.21175840651103,7.74471799814379,1.5572574762946756,128.2051282,0.788,24,4,16,3,Middle
220,180531,7/12/2020,Paracou,14,3,2735,BF,Generalist,Tachigali,melinonii,Tachigali melinonii,2.34950191807265,-1.87948,0.4417800745,1.5285128135,6.058472098999999,8.028764987,3.26,53.43,0.724362181090545,2.64260358750804,0.341131815907954,9.25027528049739,1.4156270518713068,160.2564103,0.843,20,4,16,4,Middle
230,141512,7/12/2020,Paracou,14,1,363,BF,Generalist,Tachigali,melinonii,Tachigali melinonii,1.84441291701151,-1.8934625000000003,0.40026723399999997,1.539754189,4.40594009,6.345961513000001,2.66,47.74,0.607411116675013,3.85556563416553,0.159650726089134,6.19995006795908,1.1109229466553767,314.1025641,0.829,32,5,20,4,Middle
231,141752,7/12/2020,Paracou,14,1,603,BF,Generalist,Chrysophyllum,prieurii,Chrysophyllum prieurii,0.973693047093282,-1.9693675000000002,0.168647465,1.0326977325,4.7044028785,5.9057480765,2.09,52.6,0.7365,13.8292822857143,0.44081125,7.91565014285714,1.5881558967437153,176.2820513,0.819,25,4,18,3,Middle
240,141162,7/12/2020,Paracou,14,1,4,BF,BF,Eperua,falcata,Eperua falcata,1.21682224672222,-1.571865,0.1814837485,0.8596851405,2.618084881,3.6592537695,0.9,54.79,0.392667667667668,1.00528757328757,0.965226476476476,3.74439453739454,1.1764900662251656,211.5384615,0.794,21,3,16,4,Middle
244,145292,7/12/2020,Paracou,14,4,2537,BF,Generalist,Tachigali,melinonii,Tachigali melinonii,1.65903567157721,-1.8275450000000002,0.5087408805,2.0635455455000002,5.512682865,8.0849692915,2.8,56.14,0.632765531062124,3.7738299456055,0.38002129258517,4.94979974234183,1.1912539515279241,134.6153846,0.753,26,4,16,4,Low
8,149660,27/10/2020,Paracou,15,4,960,BF,BF,Iryanthera,hostmannii,Iryanthera hostmannii,1.06902867188359,-1.63978,0.4040343795,1.8340802429999998,3.445755423,5.683870044500001,1.33,54.26,0.467080647176412,9.34376766162373,0.164058970514743,3.14264606158459,1.181204023419907,92.94871795,0.76,12,2,11,3,High
21,149561,27/10/2020,Paracou,15,4,860,BF,BF,Iryanthera,hostmannii,Iryanthera hostmannii,0.782603030338487,-1.6837250000000001,0.3272778325,1.6463880875,4.575133778,6.5487996975,1.21,52.33,0.609683554609219,10.990420386227,0.0691793587174349,6.18634006474488,1.268750614371375,169.8717949,0.812,12,2,11,4,High
22,149441,27/10/2020,Paracou,15,4,740,BF,BF,Carapa,surinamensis,Carapa surinamensis,0.931716624249068,-1.7296675000000001,0.16907223500000002,0.913576719,1.5410165505000002,2.623665504,1.13,49.62,0.512476664164164,12.0955350805351,0.428419419419419,6.18014753214753,1.7327555074033945,NA,0.771,20,3,20,3,High
23,149447,27/10/2020,Paracou,15,4,746,BF,BF,Eperua,falcata,Eperua falcata,1.24366443292557,-1.6697425000000001,0.296463113,1.8136165745000001,3.9497141925,6.05979388,1.69,51.73,0.7049641875,3.48568954545455,0.152791,8.27896738461539,1.3999313422588398,471.1538462,0.771,26,4,20,4,High
24,149545,27/10/2020,Paracou,15,4,844,BF,Generalist,Hymenopus,heteromorphus,Hymenopus heteromorphus,2.73877314173068,-1.41606,0.173446275,0.850442243,4.5073372339999995,5.531225752,1.04,47.06,0.397169847804391,7.40862230085284,0.292006986027944,4.83205327805927,1.0650579248242018,169.8717949,0.814,18,3,16,3,Middle
26,149683,27/10/2020,Paracou,15,4,984,BF,Generalist,Hymenopus,heteromorphus,Hymenopus heteromorphus,16.019369709905,-1.4220525,0.467680921,2.2019985595,6.235570343,8.905249824,0.98,50.47,0.404643831331331,2.30349303849304,1.30229329329329,3.19190929390929,1.051839464882943,253.2051282,0.807,16,3,14,3,High
27,149727,27/10/2020,Paracou,15,4,1029,BF,Generalist,Bocoa,prouacensis,Bocoa prouacensis,2.25054097054871,-1.779605,0.5705943685,3.2294052779999998,2.299445832,6.099445479,1.79,54.88,0.415471923461731,0.581730410659875,0.585783891945973,2.97820648785931,0.9477002967359051,176.2820513,0.814,26,2,24,3,High
28,149733,27/10/2020,Paracou,15,4,1035,BF,BF,Eperua,falcata,Eperua falcata,1.90854679538692,-1.8854725,0.391677984,1.8645620539999999,5.6245308835,7.8807709215,1.84,52.9,0.717529129241517,4.66036880783887,0.730030938123753,4.29288162137264,1.101597444089457,509.6153846,0.807,20,4,16,3,Middle
35,149111,27/10/2020,Paracou,15,4,408,BF,BF,Protium,opacum subsp. rabelianum,Protium opacum subsp. rabelianum,2.25439597971798,-1.9334125000000002,0.266242894,1.4731157229999998,2.6824866155000002,4.4218452325,1.46,50.98,0.617155609695153,12.9269760574258,0.746617691154423,3.42750363279899,1.1979795329309892,458.3333333,0.83,18,3,15,3,Middle
36,149208,27/10/2020,Paracou,15,4,506,BF,BF,Carapa,surinamensis,Carapa surinamensis,2.31173742847527,-1.75164,0.1469308625,0.6914955705,1.0784066695,1.916833103,1.17,50.26,0.542421765734266,7.35608346199255,0.447793206793207,6.48248489971567,1.2374594155844154,NA,0.806,17,4,16,3,High
37,227102,27/10/2020,Paracou,15,4,2809,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,1.54292201504198,-1.5658725,0.2819821645,1.342221577,2.5522245685,4.17642831,2.74,51.01,1.5374641875,4.69643954545455,0.057141,15.1289673846154,2.2064259160913435,307.6923077,0.789,16,3,15,4,Middle
38,148949,27/10/2020,Paracou,15,4,246,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,2.40745642231155,-1.8375325,0.1705472185,0.870482339,2.5301982499999998,3.5712278079999997,2.54,52.29,1.05259567669173,6.14881157439052,0.058787969924812,11.5929497590129,1.6060556195491198,275.6410256,0.791,17,4,14,4,Middle
39,148940,27/10/2020,Paracou,15,4,237,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,1.9369495327707,-2.0013275000000004,0.26536477150000004,1.3841699155,2.9189729599999996,4.568507647,2.69,51.21,1.36264551025513,6.16652280685797,0.0493656828414207,13.6107727710009,2.5129369042215166,317.3076923,0.778,18,4,15,3,High
40,149391,27/10/2020,Paracou,15,4,690,BF,Generalist,Bocoa,prouacensis,Bocoa prouacensis,2.06624855245699,-1.9334125000000002,0.508829663,1.81999025,3.042857857,5.3716777705,2.31,52.28,0.786784011482776,0.603034992965098,0.211174238642037,11.1122989362111,2.4788135593220337,173.0769231,0.819,14,3,12,3,High
29,145356,28/10/2020,Paracou,15,1,45,TF,TF,Poraqueiba,guianensis,Poraqueiba guianensis,1.78818898364891,-1.9893425,0.2172859325,1.105850618,2.8440890265,4.1672255765,1.12,51.49,0.563746060530265,3.19403656373641,0.346414207103552,3.58776126524801,1.2828890799656059,391.025641,0.8,17,2,15,3,Middle
30,145769,28/10/2020,Paracou,15,1,460,TF,TF,Poraqueiba,guianensis,Poraqueiba guianensis,2.2767699820613,-1.9513900000000002,0.16756111,0.9244058340000001,3.9295617739999997,5.021528718,1.1,51.31,0.6054641875,4.63318954545455,0.593991,5.81396738461538,1.6042183622828785,224.3589744,0.787,16,3,16,3,Middle
31,145376,28/10/2020,Paracou,15,1,65,TF,Generalist,Eschweilera,coriacea,Eschweilera coriacea,4.46799411523447,-1.6777325,0.192899626,1.085873901,2.7972064254999998,4.075979952,1.49,48.54,0.55474155827914,2.79683796443676,0.391086543271636,5.32162819871474,1.8542488818731913,394.2307692,0.818,16,3,14,3,Middle
32,148668,28/10/2020,Paracou,15,3,2684,TF,Generalist,Tachigali,melinonii,Tachigali melinonii,1.67927875342185,-1.60782,0.4436317105,1.626653764,3.810252603,5.880538078,2.96,52.08,0.674115955588822,1.62369216113228,0.636717564870259,5.65765208045448,1.1296296296296295,266.025641,0.731,26,3,24,3,Middle
33,148907,28/10/2020,Paracou,15,4,204,TF,TF,Gustavia,hexapetala,Gustavia hexapetala,2.07655644335679,-1.915435,0.2888013315,1.2230834035,3.616187558,5.128072293500001,1.59,50.5,0.599364822677323,7.55588366179275,0.314626373626374,11.3576097748405,2.2530247238295633,346.1538462,0.769,20,3,20,3,High
45,145931,28/10/2020,Paracou,15,1,623,BF,Generalist,Conceveiba,guianensis,Conceveiba guianensis,2.03953998151264,-1.7935875000000001,0.259096823,0.962375475,2.118800457,3.3402727545,1.37,48.15,0.93709000748503,6.54534884775903,0.0293522954091816,5.91713311837863,1.3767890176224322,269.2307692,0.781,12,4,11,4,High
46,145945,28/10/2020,Paracou,15,1,637,BF,BF,Symphonia,globulifera,Symphonia globulifera,1.78206025072285,-1.7456475,0.31500426299999995,2.273956136,2.5147444290000003,5.103704828,1.31,48.87,0.632566488035892,8.10911220882806,1.80308175473579,19.7447331850602,2.599847850893876,269.2307692,0.807,25,4,18,3,Middle
47,145883,28/10/2020,Paracou,15,1,575,BF,BF,Symphonia,globulifera,Symphonia globulifera,1.66948788773575,-1.7376575,0.3865445215,3.788143279,1.878941876,6.0536296765,1.26,48.68,0.679784403096903,7.78065888656798,1.71877222777223,17.0669004841313,2.163541212385521,240.3846154,0.785,32,4,25,3,Middle
48,145949,28/10/2020,Paracou,15,1,641,BF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,4.57629868220244,-1.3481450000000001,0.47721136350000004,1.7097542825,4.257318914,6.44428456,2.4,51.75,0.653637368815592,3.09489209940484,1.89104547726137,3.03395040941068,1.8616829180209467,198.7179487,0.808,12,3,12,3,High
49,145666,28/10/2020,Paracou,15,1,357,BF,BF,Carapa,surinamensis,Carapa surinamensis,2.72873438065147,-1.7756100000000001,0.142833042,0.605801957,0.85282141,1.6014564085,1.4,49.41,0.622906920199501,9.65929131716164,1.44088877805486,6.19348367542682,1.2709368539407349,NA,0.764,16,3,14,3,High
50,147391,28/10/2020,Paracou,15,2,1136,TF,TF,Gustavia,hexapetala,Gustavia hexapetala,0.856258957053563,-2.131165,0.2709289295,1.149195266,4.074534453,5.4946586485,1.72,47.14,0.488936314870259,11.4605185084377,0.588314371257485,5.41314110241056,1.6127750611246947,192.3076923,0.646,12,3,10,3,High
51,147235,28/10/2020,Paracou,15,2,980,TF,TF,Dicorynia,guianensis,Dicorynia guianensis,7.01415173967136,-1.603825,0.24956667700000001,1.1985151535,3.015691404,4.4637732345,1.74,51.84,0.4826641875,5.21843954545455,1.248491,3.54846738461538,1.5640031031807606,211.5384615,0.749,15,3,14,4,High
52,226846,28/10/2020,Paracou,15,4,2803,BF,Generalist,Hymenopus,heteromorphus,Hymenopus heteromorphus,2.45896512375903,-1.51194,0.259843533,1.4488507555,5.02469639,6.733390678,0.98,48.42,0.448168765586035,4.8917102697801,0.608469825436409,4.10021684250911,1.1281161249605554,362.1794872,0.813,15,4,12,3,Middle
53,149005,28/10/2020,Paracou,15,4,302,BF,Generalist,Bocoa,prouacensis,Bocoa prouacensis,5.90637779808215,-1.8095675000000002,0.27351189200000003,1.387298814,1.2775880375000002,2.9383987434999996,1.81,54.71,0.4545891875,1.60943954545455,0.516491,2.47996738461538,1.0166407810073221,179.4871795,0.753,15,2,14,3,High
34,102705,29/10/2020,Paracou,6,2,2358,BF,BF,Protium,opacum subsp. rabelianum,Protium opacum subsp. rabelianum,5.13243124079483,-2.051265,0.169165744,1.1286983715,1.7782647295,3.0761288455,1.14,43.82,0.610769572286143,6.87187548319614,0.788885442721361,5.27160318620849,1.0749905908919832,608.974359,0.804,23,4,20,4,High
41,181305,29/10/2020,Paracou,6,2,2924,BF,BF,Protium,opacum subsp. rabelianum,Protium opacum subsp. rabelianum,3.41296090339418,-2.0033250000000002,0.1994355445,1.2478864255,1.8116604170000001,3.2589823865,1.46,50.67,0.880263528678304,4.1351017909771,0.180439900249377,10.1186707078458,1.073449729078868,432.6923077,0.815,18,2,15,3,Middle
42,102701,29/10/2020,Paracou,6,2,2354,BF,BF,Protium,opacum subsp. rabelianum,Protium opacum subsp. rabelianum,2.80404063844182,-2.1930875000000003,0.189103003,1.080299801,1.8625979945000002,3.132000799,1.18,50.14,0.52849268018018,5.53897852397852,0.906397397397397,4.45642380842381,1.1821900566393957,621.7948718,0.837,25,2,22,3,Middle
43,178746,29/10/2020,Paracou,6,2,2901,BF,BF,Carapa,surinamensis,Carapa surinamensis,1.51701813976387,-1.6337875000000002,0.14284411200000002,0.629806868,0.990105521,1.762756501,1.43,51.05,0.582798590319361,12.0144107240065,0.345599800399202,4.40565607247044,1.1158417065461161,NA,0.814,19,4,19,4,High
44,205764,29/10/2020,Paracou,6,2,2961,BF,BF,Protium,opacum subsp. rabelianum,Protium opacum subsp. rabelianum,7.27924071155114,-2.1091925000000002,0.2765578065,1.4560409375,4.097344827500001,5.8299435715,1.22,48.5,0.609573761261261,8.92236190736191,0.329520520520521,6.645612997613,1.270851321015369,NA,0.804,15,4,14,4,Middle
60,205758,29/10/2020,Paracou,6,2,2955,BF,Generalist,Conceveiba,guianensis,Conceveiba guianensis,1.36397623014614,-1.915435,0.1386339335,0.514938015,1.670397421,2.3239693690000003,1.57,47.94,0.907371559059059,10.7591987441987,0.0613523523523523,4.85582320782321,1.3379440885264997,326.9230769,0.778,21,2,18,3,Middle
61,102799,29/10/2020,Paracou,6,2,2866,TF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,2.34596500297813,-1.4020775,0.3245452745,1.415417382,3.8380023995,5.5779650565,2.94,51.39,0.995470981028457,2.65570598647483,1.56164852720919,6.85867936556704,2.650262467191601,256.4102564,0.777,16,3,16,3,High
